informe,publicado_utc,fecha_datos,filas,resultado,detalle
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x07x31-a-1.pdf,2025-08-01T18:57:19,2025-07-31,74,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x01-a.pdf,2025-08-02T15:23:25,2025-08-01,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x02-a.pdf,2025-08-03T14:31:32,2025-08-02,71,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x03-a.pdf,2025-08-04T15:26:01,2025-08-03,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x04-a.pdf,2025-08-05T18:48:09,2025-08-04,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x05-a.pdf,2025-08-06T14:48:56,2025-08-05,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x06-a.pdf,2025-08-07T14:27:39,2025-08-06,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x06-a-1.pdf,2025-08-07T18:33:09,2025-08-06,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x07-a.pdf,2025-08-08T14:45:23,2025-08-07,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x08-a.pdf,2025-08-09T14:41:21,2025-08-08,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x08-b.pdf,2025-08-09T17:33:33,2025-08-08,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x09-a.pdf,2025-08-10T14:49:43,2025-08-09,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x10-a.pdf,2025-08-11T15:51:29,2025-08-10,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x11-a.pdf,2025-08-12T14:40:29,2025-08-11,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x12-a.pdf,2025-08-13T15:41:01,2025-08-12,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x13-a.pdf,2025-08-14T14:53:59,2025-08-13,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x14-a.pdf,2025-08-15T16:24:20,2025-08-14,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x15-a.pdf,2025-08-16T15:01:28,2025-08-15,74,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x16-a.pdf,2025-08-17T16:50:16,2025-08-16,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x17-a.pdf,2025-08-18T14:58:06,2025-08-17,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x18-a.pdf,2025-08-19T15:01:26,2025-08-18,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x19-a.pdf,2025-08-20T15:10:50,2025-08-19,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x20-a.pdf,2025-08-21T14:30:08,2025-08-20,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x21-a.pdf,2025-08-22T14:48:00,2025-08-21,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x22-a.pdf,2025-08-23T14:30:31,2025-08-22,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x23-a.pdf,2025-08-24T14:37:01,2025-08-23,46,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x24-a.pdf,2025-08-25T14:29:33,2025-08-24,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x25-a.pdf,2025-08-26T14:50:56,2025-08-25,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x26-a.pdf,2025-08-27T14:40:22,2025-08-26,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x27-a.pdf,2025-08-28T14:47:57,2025-08-27,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x28-a.pdf,2025-08-29T14:14:05,2025-08-28,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x29-a.pdf,2025-08-30T14:34:45,2025-08-29,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x30-a.pdf,2025-08-31T14:47:38,2025-08-30,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x08x30-a-1.pdf,2025-08-31T14:49:45,2025-08-30,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x08x31-a.pdf,2025-09-01T14:28:58,2025-08-31,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x01-a.pdf,2025-09-02T15:33:17,2025-09-01,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x02-a.pdf,2025-09-03T14:51:27,2025-09-02,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x03-a.pdf,2025-09-04T14:33:28,2025-09-03,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x04-a.pdf,2025-09-05T14:46:21,2025-09-04,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x05-a.pdf,2025-09-06T15:20:51,2025-09-05,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x06-a.pdf,2025-09-07T15:09:03,2025-09-06,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x07-a.pdf,2025-09-08T15:05:14,2025-09-07,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x08-a.pdf,2025-09-09T14:43:07,2025-09-08,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x09-a.pdf,2025-09-10T15:58:46,2025-09-09,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x10-a.pdf,2025-09-12T14:37:52,2025-09-10,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x11-a.pdf,2025-09-12T14:38:36,2025-09-11,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x12-a.pdf,2025-09-13T14:37:55,2025-09-12,71,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x13-a.pdf,2025-09-14T14:38:23,2025-09-13,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x14-a.pdf,2025-09-15T17:27:30,2025-09-14,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x15-a.pdf,2025-09-16T14:27:27,2025-09-15,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x16-a.pdf,2025-09-17T15:17:41,2025-09-16,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x17-a.pdf,2025-09-18T14:48:58,2025-09-17,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x18-B.pdf,2025-09-19T16:09:06,2025-09-18,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x19-a.pdf,2025-09-20T15:41:53,2025-09-19,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x20-a.pdf,2025-09-21T15:15:21,2025-09-20,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x21-a.pdf,2025-09-22T14:31:51,2025-09-21,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x22-a.pdf,2025-09-23T14:38:50,2025-09-22,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x23-a.pdf,2025-09-24T17:02:22,2025-09-23,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x24-a.pdf,2025-09-25T14:44:33,2025-09-24,90,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x25-b.pdf,2025-09-26T16:20:46,2025-09-25,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x26-a.pdf,2025-09-28T14:54:14,2025-09-26,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x27-a.pdf,2025-09-28T14:54:17,2025-09-27,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x28-a.pdf,2025-09-29T14:54:14,2025-09-28,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/09/temperaturas-extremas-y-precipitaciones-2025x09x29-a.pdf,2025-09-30T14:32:39,2025-09-29,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x09x30-a.pdf,2025-10-01T18:01:34,2025-09-30,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x01-a.pdf,2025-10-02T14:29:04,2025-10-01,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x01-a-1.pdf,2025-10-02T14:50:59,2025-10-01,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x02-a.pdf,2025-10-03T15:41:52,2025-10-02,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x03-b.pdf,2025-10-04T14:47:46,2025-10-03,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x04-a.pdf,2025-10-05T17:25:43,2025-10-04,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x05-a.pdf,2025-10-06T15:08:17,2025-10-05,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x06-a.pdf,2025-10-07T15:59:37,2025-10-06,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x07-a.pdf,2025-10-08T18:34:34,2025-10-07,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x08-a.pdf,2025-10-10T14:40:19,2025-10-08,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x09-a.pdf,2025-10-10T14:40:24,2025-10-09,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x10-a.pdf,2025-10-11T15:28:43,2025-10-10,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x11-a.pdf,2025-10-12T14:58:46,2025-10-11,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x11-a-1.pdf,2025-10-12T16:52:51,2025-10-11,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x12-a.pdf,2025-10-13T16:23:40,2025-10-12,90,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x13-a.pdf,2025-10-14T16:03:57,2025-10-13,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x14-a.pdf,2025-10-15T16:05:50,2025-10-14,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x15-a.pdf,2025-10-16T18:25:41,2025-10-15,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x16-a.pdf,2025-10-17T15:53:39,2025-10-16,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x17-a.pdf,2025-10-18T15:47:33,2025-10-17,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x18-a.pdf,2025-10-20T14:43:23,2025-10-18,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x19-a.pdf,2025-10-20T14:44:18,2025-10-19,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x20-a.pdf,2025-10-21T15:42:14,2025-10-20,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x21-a.pdf,2025-10-22T14:55:05,2025-10-21,103,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x23-a.pdf,2025-10-24T17:46:31,2025-10-23,99,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x22-e.pdf,2025-10-24T17:47:55,2025-10-22,97,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x24-B.pdf,2025-10-25T16:19:10,2025-10-24,121,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x25-a.pdf,2025-10-26T17:24:21,2025-10-25,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x27-a.pdf,2025-10-28T15:33:30,2025-10-27,100,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x28-a.pdf,2025-10-30T16:34:39,2025-10-28,102,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x29-a.pdf,2025-10-30T16:35:27,2025-10-29,102,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x30-a.pdf,2025-10-31T15:32:44,2025-10-30,83,guardado,
https://indomet.gob.do/wp-content/uploads/2025/10/temperaturas-extremas-y-precipitaciones-2025x10x26-a.pdf,2025-10-31T16:21:02,2025-10-26,102,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x10x31-a.pdf,2025-11-01T15:09:05,2025-10-31,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x02-a.pdf,2025-11-03T15:54:53,2025-11-02,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x02-a-1.pdf,2025-11-03T17:51:59,2025-11-02,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x01-a.pdf,2025-11-03T18:05:46,2025-11-01,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x03-a.pdf,2025-11-05T15:09:02,2025-11-03,89,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x04-a.pdf,2025-11-05T15:09:04,2025-11-04,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x05-a.pdf,2025-11-07T14:33:05,2025-11-05,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x06-a.pdf,2025-11-07T14:33:06,2025-11-06,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x07-a.pdf,2025-11-09T14:41:18,2025-11-07,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x08-a.pdf,2025-11-09T14:41:20,2025-11-08,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x09-a.pdf,2025-11-11T14:27:29,2025-11-09,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x10-a.pdf,2025-11-11T14:27:36,2025-11-10,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x11-a.pdf,2025-11-13T14:29:30,2025-11-11,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x12-a.pdf,2025-11-13T14:29:32,2025-11-12,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x12-b.pdf,2025-11-13T15:08:35,2025-11-12,92,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x13-a.pdf,2025-11-15T14:36:45,2025-11-13,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x14-a.pdf,2025-11-15T14:36:47,2025-11-14,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x15-a.pdf,2025-11-17T14:40:37,2025-11-15,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x16-a.pdf,2025-11-17T14:40:38,2025-11-16,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x17-ac.pdf,2025-11-18T16:22:04,2025-11-17,89,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x18-a.pdf,2025-11-19T14:14:14,2025-11-18,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x19-a.pdf,2025-11-20T18:27:38,2025-11-19,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x20-a.pdf,2025-11-21T14:48:42,2025-11-20,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x21-a.pdf,2025-11-23T14:11:43,2025-11-21,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x22-a.pdf,2025-11-23T14:11:45,2025-11-22,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x24-a.pdf,2025-11-25T14:21:58,2025-11-24,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x23-a.pdf,2025-11-25T14:22:56,2025-11-23,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x25-a.pdf,2025-11-26T19:01:54,2025-11-25,88,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x26-a.pdf,2025-11-27T14:54:28,2025-11-26,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x27-a.pdf,2025-11-29T14:42:55,2025-11-27,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/11/temperaturas-extremas-y-precipitaciones-2025x11x28-a.pdf,2025-11-29T14:42:56,2025-11-28,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x11x29-a.pdf,2025-12-01T18:38:53,2025-11-29,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x11x30-a.pdf,2025-12-01T18:38:55,2025-11-30,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x01-a.pdf,2025-12-02T16:21:01,2025-12-01,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x02-a.pdf,2025-12-03T14:28:31,2025-12-02,86,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x03-a.pdf,2025-12-04T18:38:38,2025-12-03,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x04-a.pdf,2025-12-05T14:37:35,2025-12-04,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x06-a.pdf,2025-12-07T16:45:45,2025-12-06,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x07-a.pdf,2025-12-08T16:48:41,2025-12-07,91,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x08-a.pdf,2025-12-09T15:14:54,2025-12-08,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x09-a.pdf,2025-12-10T19:27:50,2025-12-09,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x10-a.pdf,2025-12-11T14:31:27,2025-12-10,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x11-a.pdf,2025-12-12T17:21:33,2025-12-11,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x12-a.pdf,2025-12-13T15:01:57,2025-12-12,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x13-a.pdf,2025-12-14T16:37:54,2025-12-13,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x14-a.pdf,2025-12-15T14:51:37,2025-12-14,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x15-a.pdf,2025-12-16T14:51:42,2025-12-15,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x16-a.pdf,2025-12-17T16:10:29,2025-12-16,87,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x17-a.pdf,2025-12-18T16:20:30,2025-12-17,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x18-a.pdf,2025-12-19T15:11:35,2025-12-18,84,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x19-a.pdf,2025-12-20T15:21:15,2025-12-19,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x20-a.pdf,2025-12-21T16:39:09,2025-12-20,71,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x21-a.pdf,2025-12-22T19:08:37,2025-12-21,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x22-a.pdf,2025-12-23T15:25:58,2025-12-22,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x24-a.pdf,2025-12-25T14:26:54,2025-12-24,70,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x25-a.pdf,2025-12-27T14:46:55,2025-12-25,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x26-a.pdf,2025-12-27T14:46:56,2025-12-26,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/12/temperaturas-extremas-y-precipitaciones-2025x12x28-a.pdf,2025-12-29T14:41:29,2025-12-28,79,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x01-a.pdf,2026-01-02T16:26:20,2026-01-01,74,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2025x12x30-a.pdf,2026-01-02T16:27:30,2025-12-30,78,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2025x12x31-a.pdf,2026-01-02T16:27:32,2025-12-31,51,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x02-a.pdf,2026-01-03T14:52:08,2026-01-02,79,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x03-a.pdf,2026-01-04T15:07:30,2026-01-03,73,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x04-a.pdf,2026-01-06T16:20:01,2026-01-04,74,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x05-a.pdf,2026-01-06T16:20:07,2026-01-05,80,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x06-a.pdf,2026-01-08T15:04:47,2026-01-06,83,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x07-a.pdf,2026-01-08T15:04:51,2026-01-07,81,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x08-a.pdf,2026-01-12T16:17:36,2026-01-08,82,guardado,
https://indomet.gob.do/wp-content/uploads/2026/01/temperaturas-extremas-y-precipitaciones-2026x01x09-a.pdf,2026-01-12T16:17:37,2026-01-09,69,guardado,
